,artist_id,track_id,artist_genres,lyrics
161,3Nrfpe0tUJi4K4DXYWgMUX,69xohKu8C1fsflYAiSNbwM,"['k-pop', ' k-pop boy group']","넌 내 하나뿐인 태양, 세상에 딱 하나
널 향해 피었지만 난 자꾸 목말라
너무 늦었어, 늦었어, 너 없이 살 순 없어
가지가 말라도 더 힘껏 손을 뻗어
손 뻗어봤자 금세 깨버릴 꿈 (꿈, 꿈)
미칠 듯 달려도 또 제자리일 뿐 (뿐, 뿐)
그냥 날 태워줘, 그래, 더 밀쳐 내줘
이건 사랑에 미친 멍청이의 뜀박질
더 뛰게 해줘, 나를 더 뛰게 해줘
두 발에 상처만 가득해도
네 얼굴만 보면 웃는 나니까
다시 달려,달려,달려 난 멈출 수가 없어
또 달려,달려,달려 난 어쩔 수가 없어
어차피 이것밖에 난 못해
너를 사랑하는 것밖엔 못해
다시 달려,달려,달려, 넘어져도 괜찮아
또 달려,달려,달려, 좀 다쳐도 괜찮아
가질 수 없다 해도 난 족해
바보 같은 운명아 나를 욕해
달려 (안녕이라고 말하지마, 안녕)
달려 (넌 날 울게 만들어)
달려 (사랑은 거짓말이야)
(내게 말하지마, 내게 말하지마, 안녕이라고 말하지마, 안녕)
다 끝난 거라는데 난 멈출 수가 없네
땀인지 눈물인지, 나 더는 분간 못해 (오)
내 발가벗은 사랑도 거친 태풍 바람도
나를 더 뛰게만 해, 내 심장과 함께
더 뛰게 해줘, 나를 더 뛰게 해줘
두 발에 상처만 가득해도
네 얼굴만 보면 웃는 나니까
다시 안녕,안녕,안녕, 난 멈출 수가 없어
또 안녕,안녕,안녕, 난 어쩔 수가 없어
어차피 이것밖에 난 못해
너를 사랑하는 것밖엔 못해
다시 안녕,안녕,안녕, 넘어져도 괜찮아
또 안녕,안녕,안녕, 좀 다쳐도 괜찮아
가질 수 없다 해도 난 족해
바보 같은 운명아 나를 욕해
추억들이 마른 꽃잎처럼 산산이 부서져 가
내 손끝에서, 내 발밑에서 달려가는 네 등 뒤로
마치 나비를 쫓듯 꿈 속을 헤매듯 너의 흔적을 따라가
길을 알려줘, 날 좀 멈춰줘, 날 숨 쉬게 해줘
다시 안녕,안녕,안녕, 난 멈출 수가 없어
또 안녕,안녕,안녕, 난 어쩔 수가 없어
어차피 이것밖에 난 못해
너를 사랑하는 것밖엔 못해
다시 안녕,안녕,안녕, 넘어져도 괜찮아
또 안녕,안녕,안녕, 좀 다쳐도 괜찮아
가질 수 없다 해도 난 족해
바보 같은 운명아 나를 욕해
달려 (안녕이라고 말하지마, 안녕)
달려 (넌 날 울게 만들어)
달려 (사랑은 거짓말이야)
(내게 말하지마, 내게 말하지마, 안녕이라고 말하지마, 안녕)"
162,4AVFqumd2ogHFlRbKIjp1t,1T7BiLyFaZKCNNFAMP4PVz,"['dance pop', ' edm', ' electro house', ' pop', ' pop dance', ' tropical house']","태양은 믿음의 총알처럼 내리쬐고
그리고 갑자기 잠이 확 깼어
거짓된 행복, 우리의 사과는
도망갈 길이 없는 적이었다.
나는 꼼짝할 수 없었다.
하지만 이젠 내꺼야
그러니 욕망을 붙잡고 도망쳐
요 몇 년이 될 것이다.
요 몇 년이 될 것이다.
불빛이 모두 나타날 것이다.
요 몇 년이 될 것이다.
몇 해
몇 해
요 몇 년이 될 것이다.
몇 해
회색 먼지 이제 반짝이는 금
그리고 최고는 아직 펼쳐지지 않았다.
편안함과 추위 속에서 하얀 열기가 발견됨
그리고 그녀의 영혼에서 심장이 발견되었다.
그녀의 손은 묶여 있었다.
하지만 이젠 내꺼야
그러니 붙잡고, 네가 가는 곳이면, 난 갈 거야
요 몇 년이 될 것이다.
요 몇 년이 될 것이다.
불빛이 모두 나타날 것이다.
요 몇 년이 될 것이다.
몇 해
요 몇 년이 될 것이다.
몇 해
요 몇 년이 될 것이다.
요 몇 년이 될 것이다.
불빛이 모두 나타날 것이다.
요 몇 년이 될 것이다."
163,3tlXnStJ1fFhdScmQeLpuG,00imgaPlYRrMGn9o83hfmk,"['dmv rap', ' hip hop', ' pop', ' r&b', ' rap']","오호
오호
우리에게 남은 게 뭐죠?
우리 삶에 남은 게 뭐죠?
너뿐이야, 나뿐이야
결국엔 우리 둘뿐이야
난 네가 아무 말도 하지 못했던 때를 기억해.
네가 말을 너무 많이 해서 미치겠어.
하지만 넌 대단한 걸 가졌잖아
흠, 그럼 무슨 말을 해야 할까요?
하지만 난 그것에서 벗어났어, 뒤로 물러나야 했어
다들 내가 다 나쁘다고 생각하겠지
너는 진실을 알고 있다.
난 항상 널 붙잡고 있었어
너 내려와 (또 시작이군)
그리고 우리가 보는 것은
보이는 것, 느끼는 것, 소녀여
사랑이란 무엇인가? (그게 뭐지?)
사랑, 사랑이란 무엇인가?
내가 그것에 대해 모두 말해도 믿을 수 있겠니?
압박감이 얼마나 더해지는지에 대해 (추가, 증가)
그럼 우린 그냥 화내고 섹스해
우린 미친 듯이 빨리 살고 있었다.
날 충분히 흥분시키지 마
이 사람들은 항상 뭔가에 대해 거짓말을 해
내가 너무 바빠서 미안해, 그래서?
내가 미안하다고?
난 0을 세고 있었어 난 고향의 영웅이야
CeLo와 같은 Niggas(mmm) 녹색
이 깜둥이들은 C-Notes를 위해 무엇이든 합니다 (mmm-hmm-hmm-mmm.
열심히 일했고, 메르세데스도 때렸고, 공짜 차도 좀 샀지.
이 깜둥이가 더 안 좋은 거 알아 내 감각으론
현실이 꺼졌어, 누가 알겠어?
난 그저 노래를 만들 뿐인데, 내가 뭔데 이런 일이 어떻게 진행되는지 말해?
그건 그렇고 비꼬는 소리야 (아, 젠장.
나와 대등해지려면 절반도 못 해
말도 안 돼, 아니, 넌 수학도 모르잖아, 그렇지?
절반도 안 돼, 누가 오래 간다고 했지?
그 깜둥아, 가끔은 네 엉덩이를 때리고 싶어
잠깐, 하지만 난 그러지 않을 거야, 오
그런 말 해서 미안해, 진심이 아니란 거 알잖아
그래, 그래, 맹세코 명성은 변한 게 없지만 난 누구지?
파텍을 보고 깜둥이가 시간을 날려버린다고 생각하겠지
너 장님이야?
그리고 우리가 보는 것은
보이는 것, 느끼는 것, 소녀여
사랑이란 무엇인가? (그게 뭐지?)
사랑이란 무엇인가? (소녀)
그리고 우리가 보는 것은
보이는 것, 느끼는 것, 소녀여
사랑이란 무엇인가, 사랑?
아, 젠장!
또 시작이군"
164,5njMahLKD1tLJ5bejvqseV,2GN0M64unZFzF8Mez8RL1F,['workout product'],"난 조지아에서 복숭아를 팔았어 (오, 그래, 젠장)
캘리포니아에서 대마초 사왔어
난 내 딸을 북쪽으로 데려갔지 그래, 나쁜 년.
내 빛은 바로 그 원천에서 나오는 거야, 그래 (그래, 그거야.
그리고 나는 너를 본다. 내가 너를 들이마시는 방식은 너의 피부의 질감이다.
난 널 꼭 껴안고 싶어, 자기야, 절대 널 놓지 않아, 오
그리고 나는 말한다, 오, 당신의 손길만큼 좋은 것은 없다.
네가 날 들어올리는 방식이야, 그래
그리고 난 여기 너와 함께 마지막까지 있을 거야
난 조지아에서 복숭아를 팔았어 (오, 그래, 젠장)
캘리포니아에서 대마초 사왔어
난 내 딸을 북쪽으로 데려갔지 그래, 나쁜 년.
내 빛은 바로 그 원천에서 나오는 거야, 그래 (그래, 그거야.
넌 아직 확실하지 않지만 난 널 지지해
내가 원하는 모든 것, 내가 바랄 수 있는 모든 것
우리가 더 그리워하는 혼자만의 밤들
그리고 기념품으로 저축하는 날들
시간이 없어, 더 많은 시간을 만들고 싶어.
그리고 내 모든 삶을 너에게 줘
난 내 여자를 두고 마요르카에 있어
그녀를 떠나기가 싫어, 고문이라고 해
내가 그녀를 안아줄 수 없었던 때를 기억하세요.
리모바에게 짐을 맡기고
난 조지아에서 복숭아를 팔았어 (오, 그래, 젠장)
캘리포니아에서 대마초 사왔어
난 내 딸을 북쪽으로 데려갔지 그래, 나쁜 년.
내 빛은 바로 그 원천에서 나오는 거야, 그래 (그래, 그거야.
그 느낌은 알겠으니, 확실해요.
내 손을 잡아줘 난 네 것이니까
할 수 없어, 가장할 수 없어, 네가 나한테 맞는 걸 무시할 수 없어
내가 어디 갔었는지 알고 싶진 않겠지?
산만해졌네
내게 필요한 건 바로 내 품에 있어 (oh)
너의 키스는 나의 키스와 가장 달콤하다.
그리고 시간이 끝날 때까지 당신과 함께 여기 있을 거야
난 조지아에서 복숭아를 팔았어 (오, 그래, 젠장)
캘리포니아에서 대마초 사왔어
난 내 딸을 북쪽으로 데려갔지 그래, 나쁜 년.
내 빛은 바로 그 원천에서 나오는 거야, 그래 (그래, 그거야.
난 조지아에서 복숭아를 팔았어 (오, 그래, 젠장)
캘리포니아에서 대마초 사왔어
난 내 딸을 북쪽으로 데려갔지 그래, 나쁜 년.
(내 빛은 바로 소스에서 나오는 거야, 그래, 그래)
난 조지아에서 복숭아를 팔았어 (오, 그래, 젠장)
캘리포니아에서 대마초 사왔어
난 내 딸을 북쪽으로 데려갔지 그래, 나쁜 년.
내 빛은 바로 그 원천에서 나오는 거야, 그래 (그래, 그거야.
난 조지아에서 복숭아를 팔았어 (오, 그래, 젠장)
캘리포니아에서 대마초 사왔어
난 내 딸을 북쪽으로 데려갔지 그래, 나쁜 년.
내 빛은 바로 그 원천에서 나오는 거야, 그래 (그래, 그거야."
165,1Xyo4u8uXC1ZmMpatF05PJ,2SLwbpExuoBDZBpjfefCtV,"['canadian contemporary r&b', ' canadian pop', ' pop']","그래, 그래.
지난 몇 달 동안, 난 날 위해 일했어, 자기야
내 인생에 트라우마가 너무 많아
날 사랑해주던 사람들에게 난 너무 냉정했어,
지금 돌이켜보니
내가 널 안아줬을때가 생각나
넌 물에 빠진 눈으로 내게 남아달라고 애원했어
그리고 말 안한게 후회돼
이제 난 네가 그를 사랑하지 못하게 할 수 없어, 넌 결심했어.
사랑한다고 말하지만 난 시간이 없어
내가 네 곁에 있다고 말해도 시간이 없어
내가 널 돌봐줄 거라고 말해, 하지만 난 시간이 없어
널 내 것으로 만들기엔 너무 늦었어, 시간 외야(ah)
조금만 망치면 내 대사 알지?
그를 조금 못 믿겠다면 바로 돌아와, 소녀야, 바로 돌아와.
한번만 기회를 줘, 조금만, 아가야, 내가 제대로 대접할게
그리고 난 널 항상 사랑했어야 했던 것처럼 사랑할 거야
그리고 난 널 안아줬을 때를 기억해
넌 물에 빠진 눈으로 내게 남아달라고 애원했어 (다시는 안돼, 자기야)
그리고 말 안한게 후회돼
이제 난 네가 그를 사랑하지 못하게 할 수 없어, 넌 결심했어.
사랑한다고 말하지만 난 시간이 없어
내가 네 곁에 있다고 해 하지만 시간이 없어 (아니)
내가 널 돌봐줄 거라고 말하지만 난 시간이 없어(헤이)
널 내 것으로 만들기엔 너무 늦었어, 시간 외야(ah)
오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오
말했지, 난 널 혼자 뒀지만, 난 (시간이)
내가 널 돌봐줄 거라고 말해, 하지만 난 시간이 없어
하지만 난 널 내 것으로 만들기엔 너무 늦었어, 시간외야.
시간 외, 시간 외
감히 그 다이얼을 만지지 마라.
왜냐하면 노래에서 말하는 것처럼, 너는 시간이 없다.
거의 다 왔는데 당황하지 마
멀리 보이는 작은 빛의 행복한 포옹에 완전히 휩싸이기 전에 아직 더 많은 음악이 있다.
곧 치유되고, 용서되고, 개운해질 거야. 모든 상처, 고통, 죄책감, 수치심으로부터.
당신은 심지어 당신의 이름을 잊어버릴지도 모르지만, 당신이 영원히 그 집에 머물기 전에.
여기 103.5 Dawn FM의 느린 트랙을 30분 동안 쉽게 들을 수 있습니다."
166,5njMahLKD1tLJ5bejvqseV,2SjBYRFi8j5jZaOOS6Nvid,['workout product'],"난 내가 진짜인지 궁금해
내가 진실을 말할까 아니면 내 감정을 걸러낼까?
궁금해요, 멋지지 않을까요?
흑백이 아닌 세상에서 살려고?
내 친구가 되는 게 어떤 건지 궁금해
그들이 내가 그들을 잊는다고 생각하지 않기를 바란다.
궁금하다.
궁금하다.
내가 눈을 감기 바로 전에
내 마음속에 있는 유일한 것은
너도 그걸 느끼길 꿈꿨어
당신에게 사랑받는 게 어떤 건지 궁금해요.
네
나는 그것이 어떤지 궁금하다.
사랑받는다는 게 어떤 건지 궁금해요
내가 왜 이렇게 두려울까?
잘못된 말을 하는 것에 대해, 나는 내가 성자라고 말한 적이 없다.
내가 내 손에 울 때 궁금해
내가 남자답지 않게 느껴질 수 있는 조건이야
그리고 언젠가 네가 내 곁에 있을지 궁금해
그리고 세상은 잘 끝날거라고 말해줘
궁금하다.
궁금하다.
내가 눈을 감기 바로 전에
내 마음속에 있는 유일한 것은
너도 그걸 느끼길 꿈꿨어
당신에게 사랑받는 게 어떤 건지 궁금해요.
네
나는 그것이 어떤지 궁금하다.
당신에게 사랑받는 게 어떤 건지 궁금해요.
당신에게 사랑받는 게 어떤 건지 궁금해요.
네
당신에게 사랑받는 게 어떤 건지 궁금해요.
사랑받는다는 게 어떤 건지 궁금해요
내가 눈을 감기 바로 전에
내 마음속에 있는 유일한 것은
너도 그걸 느끼길 꿈꿨어
당신에게 사랑받는 게 어떤 건지 궁금해요."
167,7jVv8c5Fj3E9VhNjxT4snq,3GbQcjKWT7eVpUfzqwUjxv,"['lgbtq+ hip hop', ' pop']","그래, 빌어먹을 B.E.t
빌어먹을 B.E.T, 망할 B.E.t
그래, 빌어먹을 B.E.t
그래, 그래, 그래, 그래, 그래 (낮여행, 열까지 가져가, 그래!)
핥아먹어, 음-음
후루룩, 음-아
엉성하게 해, 알았어, 알았어, 알았어
내가 얼마나 최고인지 봐, 이년아
톱10에 3개 정도 올랐어요
난 아무도 필요 없어 내 몸에 이 CC만 있으면 돼
옳든 그르든, 내가 하는 모든 일은 이윤을 남길 거야
읽어봐, 노래할 필요도 없어
내가 깨어나면 너희 깜둥이들이 꿈꾸던 돈 말이야
내 왼쪽은 치즈, 어, 내 옆은 치즈, 그래
그들은 그런걸 원하지 않아. 그들은 내가 죽길 원해, 그래.
내 왼쪽은 치즈, 어, 내 옆은 치즈, 그래
그들은 그런걸 원하지 않아. 그들은 내가 죽길 원해, 그래.
날 시험하지 마
다른 사람을 위해서라도 그런 건 아껴두는 게 좋을 거야
날 시험하지 마
왜냐면, 이년아, 파티에 늦으면 안 돼
그래, 너도 알잖아
이년 안에 수백개, 막대기 백개
내 손목에 10만 개 달린 백년아, 그래
내 침대에서 죽으면 날 태워다 줄 계획이야
내 머릿속에 있는 악마들이 날 썩히는 걸 막을 순 없어
그녀는 내가 그녀에게 CC를 사주길 원한다.
먹고 싶어하는데 물지 않았으면 좋겠는데, 아니
그녀는 무릎을 꿇고 지금 예배를 드리고 있다.
걔 친구랑 바람피우고 있는데 걔는 지금 싸우고 싶어해
이 사람들은, 날 시험하지 말라는 걸 알고, 난 그 모드로 들어가서 시체를 모았어
난 뉴욕에 있어 마치 고티처럼
난 가와사키 신차처럼 lil' shortly를 타고 있어
내 왼쪽은 치즈, 어, 내 옆은 치즈, 그래
그들은 그런걸 원하지 않아. 그들은 내가 죽길 원해, 그래.
내 왼쪽은 치즈, 어, 내 옆은 치즈, 그래
그들은 그런걸 원하지 않아. 그들은 내가 죽길 원해, 그래.
날 시험하지 마
다른 사람을 위해서라도 그런 건 아껴두는 게 좋을 거야
날 시험하지 마
왜냐면, 이년아, 파티에 늦으면 안 돼
그래, 너도 알잖아
음, 알겠어요, 창문이 이중으로 칠해져 있어요.
얼굴이 예쁘면, 이 년들은 못 알아듣겠어
베르사체에 있는 멧 갈라에 있는데, 잘 어울려요.
이 깜둥이들에게 방귀를 뀌다니, 이런, 내가 똥을 쌌나봐.
그는 X를 원하고, 나는 그의 여동생을 좋아한다.
그녀가 공연을 하길 원해서 내가 예약해야겠어
샤넬 가방이라고 하더니 코딱지가 귀에 가득할 거야
그들은 나를 시험하지 말라는 것을 알고 있다. 그들은 내가 그것을 받았다는 사실을 알고 있다.
내 엉덩이에, 그리고 내 주머니 안에 파란색 수백 개가 있어.
브라버스 키트 본체의 메르세데스-벤츠
나는 그것을 운반했고, 나는 그것을 치고, 로켓처럼 이륙했다.
아무에게도 말하지 않는 한, 나는 그녀의 온몸을 애무할 것이다.
그녀가 오기만 하면 난 준비가 돼 있다는 걸 알아줘
다 먹자마자 핥아먹어요 (yeah)
파티에 늦고 싶지 않아, 오, 아-아-아
내가 나타나는 걸 알잖아, 그들은 절대 날 거절할 수 없어.
날 시험하지 마
다른 사람을 위해서라도 그런 건 아껴두는 게 좋을 거야
날 시험하지 마
왜냐면, 이년아, 파티에 늦으면 안 돼
그래, 너도 알잖아
그래, 빌어먹을 B.E.t
빌어먹을 B.E.T, 망할 B.E.t
그래, 빌어먹을 B.E.t
그래, 그래, 그래, 그래"
168,5njMahLKD1tLJ5bejvqseV,5X70OJdWtSai8LfmVniNbr,['workout product'],"말리부로 가는 차
딸기 아이스크림
두 개에 한 스푼
그리고 재킷을 거래한다.
너한테 얼마나 작아보이는지 웃으면서
(하-하-하-하-하-하-하-하-하-하)
글리 재방송 보기
짜증나는 것
조화롭게 노래하다
자랑이겠지.
그녀의 모든 친구들에게 넌 정말 특별하다며
그래서 네가 언제 그녀에게 말할거야?
우리도 그랬다고?
그녀는 그것이 특별하다고 생각한다.
근데 다 재사용이 되더라고요.
거긴 우리 집이야, 내가 먼저 찾았어
난 그녀가 너와 함께 있을 때 네가 그녀에게 하는 농담을 했다.
같이 있을 때 데자뷰가 느껴지나요?
데자뷰가 느껴지나요?
데자뷰가 느껴지죠?
그녀를 불러?
내 이름 거의 다 말할까?
솔직히 말해보자
우리 목소리가 좀 비슷하긴 해
또 다른 여배우
난 그냥 네 타입이라고 생각하기 싫어.
그녀가 빌리 조엘을 알고 있을 거야
'업타운 걸'을 연기했으니까
같이 부르고 있잖아
이제 네가 그녀에게도 말할거야.
네가 그녀를 어떻게 사랑하는지
후렴구와 절 사이에 (ohh) (사랑해)
그래서 네가 언제 그녀에게 말할거야?
우리도 그랬다고?
그녀는 그것이 특별하다고 생각한다.
근데 다 재사용이 되더라고요.
그 쇼가 우리가 얘기했던 쇼.
그녀가 너와 함께 있을 때 지금 부르는 노래를 들려줬지
같이 있을 때 데자뷰가 느껴지나요?
데자뷰가 느껴지나요? 오호
데자뷰가 느껴지나요?
말리부의 딸기 아이스크림
우리도 그런 짓 안 한 것처럼 굴지 마
예전처럼 재킷을 거래하는군
(예, 모든 것이 재사용됩니다.)
피아노를 치지만 그녀는 모른다. (오,오)
내가 빌리 조엘을 가르쳤다는 것(오)
지금은 다른 여자지만 새로운 건 없어
(네가 데자뷰를 받는다는 걸 알아)"
169,4MCBfE4596Uoi2O4DtmEMz,1CfuBY3BDdKpooQ9L5zgUc,"['chicago rap', ' melodic rap']","나나나나나나나나나나나나
오, 오
담배를 피우다
심장 마비와 같은 가슴의 암
스트레스를 받고 있어요. 그녀에게 좋은 인상을 줄 방법을 찾으려고요.
내가 그녀를 사랑한다는 걸 보여주면서, 그녀에게 노력을 보여줘.
함께 있어야 해
난 더 이상 외롭지 않아.
난 더 이상 외롭지 않아.
그녀는 바닥에서 내 심장을 꺼낸다.
나 중독됐어, 내가 좀 더 필요해
난 더 이상 외롭지 않아.
난 더 이상 외롭지 않아.
그녀는 바닥에서 내 심장을 꺼낸다.
나 중독됐어, 내가 좀 더 필요해
오, 오
이것은 내가 쓴 러브레터이다.
그녀는 내가 기분이 나쁠 때 나를 깨우지 않는다.
그녀는 내 과다복용량이다.
가슴이 찢어지는 것은 작년이다.
내 눈물을 닦아주면서
그녀가 내 것이 된 이후로 난 계속 기분이 좋아.
다시 말해, 그래, 그녀는 내 인생을 바꿨어.
책처럼 열어봐, 그녀가 날 읽게 해줘.
내가 필요하면 전화 한 통만 해
만약 내가 무너진다면, 그녀가 날 계속 함께 있게 할 거란 걸 알아
나를 약속처럼 대해줘, 자기야, 나를 영원히 지켜줘.
난 더 이상 외롭지 않아.
난 더 이상 외롭지 않아.
코러스에서 다시 만나요
P.S. 자기야, 넌 정말 멋져
담배를 피우다
심장 마비와 같은 가슴의 암
스트레스를 받고 있어요. 그녀에게 좋은 인상을 줄 방법을 찾으려고요.
내가 그녀를 사랑한다는 걸 보여주면서, 그녀에게 노력을 보여줘.
함께 있어야 해
난 더 이상 외롭지 않아.
난 더 이상 외롭지 않아.
그녀는 바닥에서 내 심장을 꺼낸다.
나 중독됐어, 내가 좀 더 필요해
난 더 이상 외롭지 않아.
난 더 이상 외롭지 않아.
그녀는 바닥에서 내 심장을 꺼낸다.
나 중독됐어, 내가 좀 더 필요해
내가 이 병의 바닥으로 가는 길을 찾을 때
그녀는 내 머릿속에 있어, 제발 날 시작하게 하지 마.
난 하루 종일 그녀에 대해 말할 수 있었다.
그녀는 항상 내 마음속에 있다.
내가 이 병의 바닥으로 가는 길을 찾을 때
그녀는 내 머릿속에 있어, 제발 날 시작하게 하지 마.
하루 종일 그녀 생각만 하고
그녀는 항상 내 마음속에 있다.
난 더 이상 외롭지 않아.
난 더 이상 외롭지 않아.
코러스에서 다시 만나요
P.S. 자기야, 넌 정말 멋져
담배를 피우다
심장 마비와 같은 가슴의 암
스트레스를 받고 있어요. 그녀에게 좋은 인상을 줄 방법을 찾으려고요.
내가 그녀를 사랑한다는 걸 보여주면서, 그녀에게 노력을 보여줘.
함께 있어야 해
난 더 이상 외롭지 않아.
난 더 이상 외롭지 않아.
그녀는 바닥에서 내 심장을 꺼낸다.
나 중독됐어, 내가 좀 더 필요해
난 더 이상 외롭지 않아.
난 더 이상 외롭지 않아.
그녀는 바닥에서 내 심장을 꺼낸다.
나 중독됐어, 내가 좀 더 필요해
난 더 이상 외롭지 않아.
난 더 이상 외롭지 않아.
난 더 이상 외롭지 않아.
난 더 이상 외롭지 않아.
난 더 이상 외롭지 않아.
난 더 이상 외롭지 않아.
난 더 이상 외롭지 않아."
170,4npEfmQ6YuiwW1GpUmaq3F,4VAZH3smXXFMH2BGSP5RhU,"['dance pop', ' pop']","아가야, 이따금
난 지금 내 모습과 내가 될 수 있었던 것에 대해 생각해봐.
그리고 난 우리가 살았던 모든 완벽함을 상상한다.
내가 네 바이올린 줄을 자를 때까지, 오, 와우
내 마음은 지금 혼자만의 마음을 가지고 있어.
그리고 그것은 나를 미워하게 만든다.
난 결정하지 못하면 다이너마이트처럼 폭발할거야, 자기야
내 머리와 심장이 날 괴롭혀
내 마음과 네 팔은 극단으로 치닫거든
천사들이 내게 도망가라고 말하고 괴물들이 사랑이라고 부를 때, 오
내 머리와 심장이 그 사이에 끼어있어, 그래
라라라라라
라라라라라라라라라라라
라라라라라
라라라라라라라라라라라
라라라라라
라라라라라라라라라라라
라라라라라
라라라라라라라라라라라
예, 아니오라고 말해 주세요.
하늘에 묻자, ""여기 있어야 할까, 가야 할까?""
내가 가질 수 있는 게 아무것도 없을 때 넌 내 손을 잡았어
이제 난 승승장구해, 오
오와
내 마음은 지금 혼자만의 마음을 가지고 있어.
그리고 그것은 나를 미워하게 만든다.
난 결정하지 못하면 다이너마이트처럼 폭발할거야, 자기야
내 머리와 심장이 날 괴롭혀
내 마음과 네 팔은 극단으로 치닫거든
천사들이 내게 도망가라고 말하고 괴물들이 사랑이라고 부를 때, 오
내 머리와 심장이 그 사이에 끼어있어, 그래
라라라라라
라라라라라라라라라라라
라라라라라
라라라라라라라라라라라
라라라라라
라라라라라라라라라라라
라라라라라
라라라라라라라라라라라
난 지금 기로에 서 있어
나는 X와 O와 내 마음을 교차시킨다.
어느 길이 영원히 이어지나요?
워-오-오-오-오-오
하느님만이 알고 있다.
내 머리와 심장이 날 괴롭혀
내 마음과 네 팔은 극단으로 치닫거든
천사들이 내게 도망가라고 말하고 괴물들이 사랑이라고 부를 때, 오
내 머리(내 머리)와 내 마음(내 마음)
그 사이에 끼어있네, 그래
라라라라라(오)
라라라라라라라라라라라
라라라라라(오)
라라라라라라라라라라라
라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라라오
라라라라라라라라라라라
라라라라라 (오 예)
라라라라라라라라라라라라라라라라"
171,4q3ewBCX7sLwd24euuV69X,71wFwRo8xGc4lrcyKwsvba,"['latin', ' reggaeton', ' trap latino']","내일 아침 일찍 잠자리에 들었으니 공부해야지.
그런데 친구가 전화해서 pa'hanggear라고 했어요.
저기 작은 꼬맹이가 있는데 방금 검사한거야.
하지만 작은 부분에서, 그녀는 결코
그녀는 칼라잇이야.
하지만 '팔' 섹스는 대담해. 나도 알아.
마리화나와 음료
인생을 즐기는 것은, 있는 그대로입니다.
그녀는 칼라잇이야.
하지만 '팔' 섹스는 대담해. 나도 알아.
마리화나와 음료
인생을 즐기는 것은, 있는 그대로입니다.
그녀는 그렇지 않았고, 그녀는 그렇지 않았다
누가 그녀를 해쳤는지 모르겠다
그녀는 그렇지 않았고, 그녀는 그렇지 않았다
누가 그녀를 해쳤는지는 모르겠지만,
자, 이제 시작!
그리고 불을 붙이면,
파니타
이봐!
갑자기 나쁜 아이
거짓말인지는 모르겠지만
나는 그가 스무 살이 넘었다는 것을 안다
데킬라 쇼츠는 그것을 느끼지 못한다.
이제 그는 다른 삶을 봅니다.
좋아, 하지만 그는 범죄자를 좋아해.
아기가 태어나고 나서, 그 압박감이 느껴집니다.
그녀는 시도도 하지 않고, 눈길을 끌어요.
투우사는 그의 직업이다
임무는 항상 정지한다
아기가 태어나고 나서, 그 압박감이 느껴집니다.
그녀는 시도도 하지 않고, 눈길을 끌어요.
투우사는 그의 직업이다
임무는 항상 정지한다
그녀는 입이 가볍다
하지만 '팔' 섹스는 대담해. 나도 알아.
마리화나와 음료
인생을 즐기는 것은, 있는 그대로입니다.
그녀는 입이 가볍다
하지만 '팔' 섹스는 대담해. 나도 알아.
마리화나와 음료
인생을 즐기는 것은, 있는 그대로입니다.
그는 최근에 떠나 새로운 삶을 살고 있습니다.
그녀는 지바와 같은 친구와 어울린다
그는 그들에게 그것을 마시도록 5 12 pa를 가져왔다.
그녀는 용기가 나지 않는 것은 아니다
해가 지면 해변이 있다
해변이 있으면 술이 있다
술이 있으면 술이 있다
당신 편이 더 낫겠어요.
해가 지면 해변이 있다
해변이 있으면 술이 있다
술이 있으면 술이 있다
당신 편이 더 낫겠어요.
날씨가 더우니 옷을 벗어라
해변의 날, 공포의 밤
나는 서랍에 두려움을 남긴다
부러운 평화와 사랑 파'
예, 예, 예, 예, 예, 예, 예.
타이니, 타이니, 헤이
Bad Bunny baby, baby. 자기야
그녀는 입이 가볍다
하지만 '팔' 섹스는 대담해. 나도 알아.
마리화나와 음료
인생을 즐기는 것은, 있는 그대로입니다.
그녀는 입이 가볍다
하지만 '팔' 섹스는 대담해. 나도 알아.
마리화나와 음료
인생을 즐기는 것은, 있는 그대로입니다.
그녀는 그렇지 않았고, 그녀는 그렇지 않았다
누가 그녀를 해쳤는지 모르겠다
그녀는 그렇지 않았고, 그녀는 그렇지 않았다
누가 그녀를 해쳤는지는 모르겠지만,"
